scenario_name,condition_id,condition_label,game_name,run_profile,episode_id,random_seed,agent_1_type,agent_2_type,fixed_strategy_2,metric_name,first_third_metric,last_third_metric,delta_metric,first_third_payoff_1,last_third_payoff_1,delta_payoff_1,simple_adaptation_lag_proxy
S3,S3_002_Prisoners_Dilemma_emotional_rational_optimistic_low_vs_always_defect,hybrid-optimistic-low__vs__fixed-always_defect,Prisoners Dilemma,paper,25,20260434,emotional_rational,fixed_strategy,always_defect,cooperation_flag_1,0.18181818181818182,0.12121212121212122,-0.06060606060606061,54.0,58.0,4.0,1
S3,S3_002_Prisoners_Dilemma_emotional_rational_optimistic_low_vs_always_defect,hybrid-optimistic-low__vs__fixed-always_defect,Prisoners Dilemma,paper,26,20260435,emotional_rational,fixed_strategy,always_defect,cooperation_flag_1,0.18181818181818182,0.12121212121212122,-0.06060606060606061,54.0,58.0,4.0,1
S3,S3_002_Prisoners_Dilemma_emotional_rational_optimistic_low_vs_always_defect,hybrid-optimistic-low__vs__fixed-always_defect,Prisoners Dilemma,paper,27,20260436,emotional_rational,fixed_strategy,always_defect,cooperation_flag_1,0.18181818181818182,0.12121212121212122,-0.06060606060606061,54.0,58.0,4.0,1
S3,S3_002_Prisoners_Dilemma_emotional_rational_optimistic_low_vs_always_defect,hybrid-optimistic-low__vs__fixed-always_defect,Prisoners Dilemma,paper,28,20260437,emotional_rational,fixed_strategy,always_defect,cooperation_flag_1,0.18181818181818182,0.12121212121212122,-0.06060606060606061,54.0,58.0,4.0,1
S3,S3_002_Prisoners_Dilemma_emotional_rational_optimistic_low_vs_always_defect,hybrid-optimistic-low__vs__fixed-always_defect,Prisoners Dilemma,paper,29,20260438,emotional_rational,fixed_strategy,always_defect,cooperation_flag_1,0.18181818181818182,0.12121212121212122,-0.06060606060606061,54.0,58.0,4.0,1
S3,S3_002_Prisoners_Dilemma_emotional_rational_optimistic_low_vs_always_defect,hybrid-optimistic-low__vs__fixed-always_defect,Prisoners Dilemma,paper,30,20260439,emotional_rational,fixed_strategy,always_defect,cooperation_flag_1,0.18181818181818182,0.12121212121212122,-0.06060606060606061,54.0,58.0,4.0,1
S3,S3_002_Prisoners_Dilemma_emotional_rational_optimistic_low_vs_always_defect,hybrid-optimistic-low__vs__fixed-always_defect,Prisoners Dilemma,paper,31,20260440,emotional_rational,fixed_strategy,always_defect,cooperation_flag_1,0.18181818181818182,0.12121212121212122,-0.06060606060606061,54.0,58.0,4.0,1
S3,S3_002_Prisoners_Dilemma_emotional_rational_optimistic_low_vs_always_defect,hybrid-optimistic-low__vs__fixed-always_defect,Prisoners Dilemma,paper,32,20260441,emotional_rational,fixed_strategy,always_defect,cooperation_flag_1,0.18181818181818182,0.12121212121212122,-0.06060606060606061,54.0,58.0,4.0,1
S3,S3_002_Prisoners_Dilemma_emotional_rational_optimistic_low_vs_always_defect,hybrid-optimistic-low__vs__fixed-always_defect,Prisoners Dilemma,paper,33,20260442,emotional_rational,fixed_strategy,always_defect,cooperation_flag_1,0.18181818181818182,0.12121212121212122,-0.06060606060606061,54.0,58.0,4.0,1
S3,S3_002_Prisoners_Dilemma_emotional_rational_optimistic_low_vs_always_defect,hybrid-optimistic-low__vs__fixed-always_defect,Prisoners Dilemma,paper,34,20260443,emotional_rational,fixed_strategy,always_defect,cooperation_flag_1,0.18181818181818182,0.12121212121212122,-0.06060606060606061,54.0,58.0,4.0,1
S3,S3_002_Prisoners_Dilemma_emotional_rational_optimistic_low_vs_always_defect,hybrid-optimistic-low__vs__fixed-always_defect,Prisoners Dilemma,paper,35,20260444,emotional_rational,fixed_strategy,always_defect,cooperation_flag_1,0.18181818181818182,0.12121212121212122,-0.06060606060606061,54.0,58.0,4.0,1
S3,S3_002_Prisoners_Dilemma_emotional_rational_optimistic_low_vs_always_defect,hybrid-optimistic-low__vs__fixed-always_defect,Prisoners Dilemma,paper,36,20260445,emotional_rational,fixed_strategy,always_defect,cooperation_flag_1,0.18181818181818182,0.12121212121212122,-0.06060606060606061,54.0,58.0,4.0,1
S3,S3_002_Prisoners_Dilemma_emotional_rational_optimistic_low_vs_always_defect,hybrid-optimistic-low__vs__fixed-always_defect,Prisoners Dilemma,paper,37,20260446,emotional_rational,fixed_strategy,always_defect,cooperation_flag_1,0.18181818181818182,0.12121212121212122,-0.06060606060606061,54.0,58.0,4.0,1
S3,S3_002_Prisoners_Dilemma_emotional_rational_optimistic_low_vs_always_defect,hybrid-optimistic-low__vs__fixed-always_defect,Prisoners Dilemma,paper,38,20260447,emotional_rational,fixed_strategy,always_defect,cooperation_flag_1,0.18181818181818182,0.12121212121212122,-0.06060606060606061,54.0,58.0,4.0,1
S3,S3_002_Prisoners_Dilemma_emotional_rational_optimistic_low_vs_always_defect,hybrid-optimistic-low__vs__fixed-always_defect,Prisoners Dilemma,paper,39,20260448,emotional_rational,fixed_strategy,always_defect,cooperation_flag_1,0.18181818181818182,0.12121212121212122,-0.06060606060606061,54.0,58.0,4.0,1
S3,S3_002_Prisoners_Dilemma_emotional_rational_optimistic_low_vs_always_defect,hybrid-optimistic-low__vs__fixed-always_defect,Prisoners Dilemma,paper,40,20260449,emotional_rational,fixed_strategy,always_defect,cooperation_flag_1,0.18181818181818182,0.12121212121212122,-0.06060606060606061,54.0,58.0,4.0,1
S3,S3_003_Prisoners_Dilemma_emotional_rational_optimistic_low_vs_tit_for_tat,hybrid-optimistic-low__vs__fixed-tit_for_tat,Prisoners Dilemma,paper,41,20260430,emotional_rational,fixed_strategy,tit_for_tat,cooperation_flag_1,1.0,1.0,0.0,198.0,198.0,0.0,1
S3,S3_003_Prisoners_Dilemma_emotional_rational_optimistic_low_vs_tit_for_tat,hybrid-optimistic-low__vs__fixed-tit_for_tat,Prisoners Dilemma,paper,42,20260431,emotional_rational,fixed_strategy,tit_for_tat,cooperation_flag_1,1.0,1.0,0.0,198.0,198.0,0.0,1
S3,S3_003_Prisoners_Dilemma_emotional_rational_optimistic_low_vs_tit_for_tat,hybrid-optimistic-low__vs__fixed-tit_for_tat,Prisoners Dilemma,paper,43,20260432,emotional_rational,fixed_strategy,tit_for_tat,cooperation_flag_1,1.0,1.0,0.0,198.0,198.0,0.0,1
S3,S3_003_Prisoners_Dilemma_emotional_rational_optimistic_low_vs_tit_for_tat,hybrid-optimistic-low__vs__fixed-tit_for_tat,Prisoners Dilemma,paper,44,20260433,emotional_rational,fixed_strategy,tit_for_tat,cooperation_flag_1,1.0,1.0,0.0,198.0,198.0,0.0,1
S3,S3_003_Prisoners_Dilemma_emotional_rational_optimistic_low_vs_tit_for_tat,hybrid-optimistic-low__vs__fixed-tit_for_tat,Prisoners Dilemma,paper,45,20260434,emotional_rational,fixed_strategy,tit_for_tat,cooperation_flag_1,1.0,1.0,0.0,198.0,198.0,0.0,1
S3,S3_003_Prisoners_Dilemma_emotional_rational_optimistic_low_vs_tit_for_tat,hybrid-optimistic-low__vs__fixed-tit_for_tat,Prisoners Dilemma,paper,46,20260435,emotional_rational,fixed_strategy,tit_for_tat,cooperation_flag_1,1.0,1.0,0.0,198.0,198.0,0.0,1
S3,S3_003_Prisoners_Dilemma_emotional_rational_optimistic_low_vs_tit_for_tat,hybrid-optimistic-low__vs__fixed-tit_for_tat,Prisoners Dilemma,paper,47,20260436,emotional_rational,fixed_strategy,tit_for_tat,cooperation_flag_1,1.0,1.0,0.0,198.0,198.0,0.0,1
S3,S3_003_Prisoners_Dilemma_emotional_rational_optimistic_low_vs_tit_for_tat,hybrid-optimistic-low__vs__fixed-tit_for_tat,Prisoners Dilemma,paper,48,20260437,emotional_rational,fixed_strategy,tit_for_tat,cooperation_flag_1,1.0,1.0,0.0,198.0,198.0,0.0,1
S3,S3_003_Prisoners_Dilemma_emotional_rational_optimistic_low_vs_tit_for_tat,hybrid-optimistic-low__vs__fixed-tit_for_tat,Prisoners Dilemma,paper,49,20260438,emotional_rational,fixed_strategy,tit_for_tat,cooperation_flag_1,1.0,1.0,0.0,198.0,198.0,0.0,1
S3,S3_003_Prisoners_Dilemma_emotional_rational_optimistic_low_vs_tit_for_tat,hybrid-optimistic-low__vs__fixed-tit_for_tat,Prisoners Dilemma,paper,50,20260439,emotional_rational,fixed_strategy,tit_for_tat,cooperation_flag_1,1.0,1.0,0.0,198.0,198.0,0.0,1
S3,S3_003_Prisoners_Dilemma_emotional_rational_optimistic_low_vs_tit_for_tat,hybrid-optimistic-low__vs__fixed-tit_for_tat,Prisoners Dilemma,paper,51,20260440,emotional_rational,fixed_strategy,tit_for_tat,cooperation_flag_1,1.0,1.0,0.0,198.0,198.0,0.0,1
S3,S3_003_Prisoners_Dilemma_emotional_rational_optimistic_low_vs_tit_for_tat,hybrid-optimistic-low__vs__fixed-tit_for_tat,Prisoners Dilemma,paper,52,20260441,emotional_rational,fixed_strategy,tit_for_tat,cooperation_flag_1,1.0,1.0,0.0,198.0,198.0,0.0,1
S3,S3_003_Prisoners_Dilemma_emotional_rational_optimistic_low_vs_tit_for_tat,hybrid-optimistic-low__vs__fixed-tit_for_tat,Prisoners Dilemma,paper,53,20260442,emotional_rational,fixed_strategy,tit_for_tat,cooperation_flag_1,1.0,1.0,0.0,198.0,198.0,0.0,1
S3,S3_003_Prisoners_Dilemma_emotional_rational_optimistic_low_vs_tit_for_tat,hybrid-optimistic-low__vs__fixed-tit_for_tat,Prisoners Dilemma,paper,54,20260443,emotional_rational,fixed_strategy,tit_for_tat,cooperation_flag_1,1.0,1.0,0.0,198.0,198.0,0.0,1
S3,S3_003_Prisoners_Dilemma_emotional_rational_optimistic_low_vs_tit_for_tat,hybrid-optimistic-low__vs__fixed-tit_for_tat,Prisoners Dilemma,paper,55,20260444,emotional_rational,fixed_strategy,tit_for_tat,cooperation_flag_1,1.0,1.0,0.0,198.0,198.0,0.0,1
S3,S3_003_Prisoners_Dilemma_emotional_rational_optimistic_low_vs_tit_for_tat,hybrid-optimistic-low__vs__fixed-tit_for_tat,Prisoners Dilemma,paper,56,20260445,emotional_rational,fixed_strategy,tit_for_tat,cooperation_flag_1,1.0,1.0,0.0,198.0,198.0,0.0,1
S3,S3_003_Prisoners_Dilemma_emotional_rational_optimistic_low_vs_tit_for_tat,hybrid-optimistic-low__vs__fixed-tit_for_tat,Prisoners Dilemma,paper,57,20260446,emotional_rational,fixed_strategy,tit_for_tat,cooperation_flag_1,1.0,1.0,0.0,198.0,198.0,0.0,1
S3,S3_003_Prisoners_Dilemma_emotional_rational_optimistic_low_vs_tit_for_tat,hybrid-optimistic-low__vs__fixed-tit_for_tat,Prisoners Dilemma,paper,58,20260447,emotional_rational,fixed_strategy,tit_for_tat,cooperation_flag_1,1.0,1.0,0.0,198.0,198.0,0.0,1
S3,S3_003_Prisoners_Dilemma_emotional_rational_optimistic_low_vs_tit_for_tat,hybrid-optimistic-low__vs__fixed-tit_for_tat,Prisoners Dilemma,paper,59,20260448,emotional_rational,fixed_strategy,tit_for_tat,cooperation_flag_1,1.0,1.0,0.0,198.0,198.0,0.0,1
S3,S3_003_Prisoners_Dilemma_emotional_rational_optimistic_low_vs_tit_for_tat,hybrid-optimistic-low__vs__fixed-tit_for_tat,Prisoners Dilemma,paper,60,20260449,emotional_rational,fixed_strategy,tit_for_tat,cooperation_flag_1,1.0,1.0,0.0,198.0,198.0,0.0,1
S3,S3_004_Prisoners_Dilemma_emotional_rational_optimistic_neutral_vs_always_cooperate,hybrid-optimistic-neutral__vs__fixed-always_cooperate,Prisoners Dilemma,paper,61,20260430,emotional_rational,fixed_strategy,always_cooperate,cooperation_flag_1,1.0,1.0,0.0,198.0,198.0,0.0,1
S3,S3_004_Prisoners_Dilemma_emotional_rational_optimistic_neutral_vs_always_cooperate,hybrid-optimistic-neutral__vs__fixed-always_cooperate,Prisoners Dilemma,paper,62,20260431,emotional_rational,fixed_strategy,always_cooperate,cooperation_flag_1,1.0,1.0,0.0,198.0,198.0,0.0,1
S3,S3_004_Prisoners_Dilemma_emotional_rational_optimistic_neutral_vs_always_cooperate,hybrid-optimistic-neutral__vs__fixed-always_cooperate,Prisoners Dilemma,paper,63,20260432,emotional_rational,fixed_strategy,always_cooperate,cooperation_flag_1,1.0,1.0,0.0,198.0,198.0,0.0,1
S3,S3_004_Prisoners_Dilemma_emotional_rational_optimistic_neutral_vs_always_cooperate,hybrid-optimistic-neutral__vs__fixed-always_cooperate,Prisoners Dilemma,paper,64,20260433,emotional_rational,fixed_strategy,always_cooperate,cooperation_flag_1,1.0,1.0,0.0,198.0,198.0,0.0,1
S3,S3_004_Prisoners_Dilemma_emotional_rational_optimistic_neutral_vs_always_cooperate,hybrid-optimistic-neutral__vs__fixed-always_cooperate,Prisoners Dilemma,paper,65,20260434,emotional_rational,fixed_strategy,always_cooperate,cooperation_flag_1,1.0,1.0,0.0,198.0,198.0,0.0,1
S3,S3_004_Prisoners_Dilemma_emotional_rational_optimistic_neutral_vs_always_cooperate,hybrid-optimistic-neutral__vs__fixed-always_cooperate,Prisoners Dilemma,paper,66,20260435,emotional_rational,fixed_strategy,always_cooperate,cooperation_flag_1,1.0,1.0,0.0,198.0,198.0,0.0,1
S3,S3_004_Prisoners_Dilemma_emotional_rational_optimistic_neutral_vs_always_cooperate,hybrid-optimistic-neutral__vs__fixed-always_cooperate,Prisoners Dilemma,paper,67,20260436,emotional_rational,fixed_strategy,always_cooperate,cooperation_flag_1,1.0,1.0,0.0,198.0,198.0,0.0,1
S3,S3_004_Prisoners_Dilemma_emotional_rational_optimistic_neutral_vs_always_cooperate,hybrid-optimistic-neutral__vs__fixed-always_cooperate,Prisoners Dilemma,paper,68,20260437,emotional_rational,fixed_strategy,always_cooperate,cooperation_flag_1,1.0,1.0,0.0,198.0,198.0,0.0,1
S3,S3_004_Prisoners_Dilemma_emotional_rational_optimistic_neutral_vs_always_cooperate,hybrid-optimistic-neutral__vs__fixed-always_cooperate,Prisoners Dilemma,paper,69,20260438,emotional_rational,fixed_strategy,always_cooperate,cooperation_flag_1,1.0,1.0,0.0,198.0,198.0,0.0,1
S3,S3_004_Prisoners_Dilemma_emotional_rational_optimistic_neutral_vs_always_cooperate,hybrid-optimistic-neutral__vs__fixed-always_cooperate,Prisoners Dilemma,paper,70,20260439,emotional_rational,fixed_strategy,always_cooperate,cooperation_flag_1,1.0,1.0,0.0,198.0,198.0,0.0,1
S3,S3_004_Prisoners_Dilemma_emotional_rational_optimistic_neutral_vs_always_cooperate,hybrid-optimistic-neutral__vs__fixed-always_cooperate,Prisoners Dilemma,paper,71,20260440,emotional_rational,fixed_strategy,always_cooperate,cooperation_flag_1,1.0,1.0,0.0,198.0,198.0,0.0,1
S3,S3_004_Prisoners_Dilemma_emotional_rational_optimistic_neutral_vs_always_cooperate,hybrid-optimistic-neutral__vs__fixed-always_cooperate,Prisoners Dilemma,paper,72,20260441,emotional_rational,fixed_strategy,always_cooperate,cooperation_flag_1,1.0,1.0,0.0,198.0,198.0,0.0,1
S3,S3_004_Prisoners_Dilemma_emotional_rational_optimistic_neutral_vs_always_cooperate,hybrid-optimistic-neutral__vs__fixed-always_cooperate,Prisoners Dilemma,paper,73,20260442,emotional_rational,fixed_strategy,always_cooperate,cooperation_flag_1,1.0,1.0,0.0,198.0,198.0,0.0,1
S3,S3_004_Prisoners_Dilemma_emotional_rational_optimistic_neutral_vs_always_cooperate,hybrid-optimistic-neutral__vs__fixed-always_cooperate,Prisoners Dilemma,paper,74,20260443,emotional_rational,fixed_strategy,always_cooperate,cooperation_flag_1,1.0,1.0,0.0,198.0,198.0,0.0,1
S3,S3_004_Prisoners_Dilemma_emotional_rational_optimistic_neutral_vs_always_cooperate,hybrid-optimistic-neutral__vs__fixed-always_cooperate,Prisoners Dilemma,paper,75,20260444,emotional_rational,fixed_strategy,always_cooperate,cooperation_flag_1,1.0,1.0,0.0,198.0,198.0,0.0,1
S3,S3_004_Prisoners_Dilemma_emotional_rational_optimistic_neutral_vs_always_cooperate,hybrid-optimistic-neutral__vs__fixed-always_cooperate,Prisoners Dilemma,paper,76,20260445,emotional_rational,fixed_strategy,always_cooperate,cooperation_flag_1,1.0,1.0,0.0,198.0,198.0,0.0,1
S3,S3_004_Prisoners_Dilemma_emotional_rational_optimistic_neutral_vs_always_cooperate,hybrid-optimistic-neutral__vs__fixed-always_cooperate,Prisoners Dilemma,paper,77,20260446,emotional_rational,fixed_strategy,always_cooperate,cooperation_flag_1,1.0,1.0,0.0,198.0,198.0,0.0,1
S3,S3_004_Prisoners_Dilemma_emotional_rational_optimistic_neutral_vs_always_cooperate,hybrid-optimistic-neutral__vs__fixed-always_cooperate,Prisoners Dilemma,paper,78,20260447,emotional_rational,fixed_strategy,always_cooperate,cooperation_flag_1,1.0,1.0,0.0,198.0,198.0,0.0,1
S3,S3_004_Prisoners_Dilemma_emotional_rational_optimistic_neutral_vs_always_cooperate,hybrid-optimistic-neutral__vs__fixed-always_cooperate,Prisoners Dilemma,paper,79,20260448,emotional_rational,fixed_strategy,always_cooperate,cooperation_flag_1,1.0,1.0,0.0,198.0,198.0,0.0,1
S3,S3_004_Prisoners_Dilemma_emotional_rational_optimistic_neutral_vs_always_cooperate,hybrid-optimistic-neutral__vs__fixed-always_cooperate,Prisoners Dilemma,paper,80,20260449,emotional_rational,fixed_strategy,always_cooperate,cooperation_flag_1,1.0,1.0,0.0,198.0,198.0,0.0,1
S3,S3_005_Prisoners_Dilemma_emotional_rational_optimistic_neutral_vs_always_defect,hybrid-optimistic-neutral__vs__fixed-always_defect,Prisoners Dilemma,paper,81,20260430,emotional_rational,fixed_strategy,always_defect,cooperation_flag_1,0.18181818181818182,0.030303030303030304,-0.15151515151515152,54.0,64.0,10.0,1
S3,S3_005_Prisoners_Dilemma_emotional_rational_optimistic_neutral_vs_always_defect,hybrid-optimistic-neutral__vs__fixed-always_defect,Prisoners Dilemma,paper,82,20260431,emotional_rational,fixed_strategy,always_defect,cooperation_flag_1,0.18181818181818182,0.030303030303030304,-0.15151515151515152,54.0,64.0,10.0,1
S3,S3_005_Prisoners_Dilemma_emotional_rational_optimistic_neutral_vs_always_defect,hybrid-optimistic-neutral__vs__fixed-always_defect,Prisoners Dilemma,paper,83,20260432,emotional_rational,fixed_strategy,always_defect,cooperation_flag_1,0.18181818181818182,0.030303030303030304,-0.15151515151515152,54.0,64.0,10.0,1
S3,S3_005_Prisoners_Dilemma_emotional_rational_optimistic_neutral_vs_always_defect,hybrid-optimistic-neutral__vs__fixed-always_defect,Prisoners Dilemma,paper,84,20260433,emotional_rational,fixed_strategy,always_defect,cooperation_flag_1,0.18181818181818182,0.030303030303030304,-0.15151515151515152,54.0,64.0,10.0,1
S3,S3_005_Prisoners_Dilemma_emotional_rational_optimistic_neutral_vs_always_defect,hybrid-optimistic-neutral__vs__fixed-always_defect,Prisoners Dilemma,paper,85,20260434,emotional_rational,fixed_strategy,always_defect,cooperation_flag_1,0.18181818181818182,0.030303030303030304,-0.15151515151515152,54.0,64.0,10.0,1
S3,S3_005_Prisoners_Dilemma_emotional_rational_optimistic_neutral_vs_always_defect,hybrid-optimistic-neutral__vs__fixed-always_defect,Prisoners Dilemma,paper,86,20260435,emotional_rational,fixed_strategy,always_defect,cooperation_flag_1,0.18181818181818182,0.030303030303030304,-0.15151515151515152,54.0,64.0,10.0,1
S3,S3_005_Prisoners_Dilemma_emotional_rational_optimistic_neutral_vs_always_defect,hybrid-optimistic-neutral__vs__fixed-always_defect,Prisoners Dilemma,paper,87,20260436,emotional_rational,fixed_strategy,always_defect,cooperation_flag_1,0.18181818181818182,0.030303030303030304,-0.15151515151515152,54.0,64.0,10.0,1
S3,S3_005_Prisoners_Dilemma_emotional_rational_optimistic_neutral_vs_always_defect,hybrid-optimistic-neutral__vs__fixed-always_defect,Prisoners Dilemma,paper,88,20260437,emotional_rational,fixed_strategy,always_defect,cooperation_flag_1,0.18181818181818182,0.030303030303030304,-0.15151515151515152,54.0,64.0,10.0,1
S3,S3_005_Prisoners_Dilemma_emotional_rational_optimistic_neutral_vs_always_defect,hybrid-optimistic-neutral__vs__fixed-always_defect,Prisoners Dilemma,paper,89,20260438,emotional_rational,fixed_strategy,always_defect,cooperation_flag_1,0.18181818181818182,0.030303030303030304,-0.15151515151515152,54.0,64.0,10.0,1
